unity_timestamp,eye_timestamp,left_validata,left_eye_openness,left_eye_pupil_diameter,left_eye_origin.x,left_eye_origin.y,left_eye_origin.z,left_eye_gaze.x,left_eye_gaze.y,left_eye_gaze.z,right_validata,right_eye_openness,right_eye_pupil_diameter,right_eye_origin.x,right_eye_origin.y,right_eye_origin.z,right_eye_gaze.x,right_eye_gaze.y,right_eye_gaze.z,combined_eye_origin.x,combined_eye_origin.y,combined_eye_origin.z,combined_eye_gaze.x,combined_eye_gaze.y,combined_eye_gaze.z,gaze_distance,messages,
43.9735000000,946476,True,1.0000000000,4.0279690000,-0.0288678100,0.0001846314,-0.0265270700,0.0165253800,0.2613238000,0.9651097000,True,1.0000000000,4.2811130000,0.0347006400,-0.0046024320,-0.0286043700,0.0286713800,0.2700969000,0.9624062000,0.0024663240,-0.0021750030,-0.0275510100,0.0225070200,0.2656592000,0.9638042000,0.0000000000,,
43.9843900000,946493,True,1.0000000000,4.0317990000,-0.0288645300,0.0001803741,-0.0265272200,0.0163881100,0.2591122000,0.9657082000,True,1.0000000000,4.3674010000,0.0347076600,-0.0046104740,-0.0286048400,0.0303804800,0.2692434000,0.9625928000,0.0023266600,-0.0021702120,-0.0275465900,0.0232546700,0.2641023000,0.9642143000,0.0000000000,,
43.9960300000,946501,True,1.0000000000,4.0377200000,-0.0288620300,0.0001761475,-0.0265277600,0.0160829400,0.2593565000,0.9656478000,True,1.0000000000,4.3642430000,0.0347146900,-0.0046185000,-0.0286043700,0.0305943300,0.2672770000,0.9631340000,0.0022688450,-0.0021715850,-0.0275445900,0.0231934300,0.2632455000,0.9644501000,0.0000000000,,
44.0076000000,946509,True,1.0000000000,4.0433960000,-0.0288595400,0.0001719055,-0.0265272200,0.0157928700,0.2595218000,0.9656081000,True,1.0000000000,4.3567810000,0.0347170600,-0.0046193390,-0.0286048400,0.0309299400,0.2686190000,0.9627498000,0.0022577360,-0.0021731420,-0.0275441000,0.0232089800,0.2639812000,0.9642486000,0.0000000000,,
44.0176400000,946518,True,1.0000000000,4.0381160000,-0.0288567100,0.0001671448,-0.0265271900,0.0156709900,0.2601659000,0.9654368000,True,1.0000000000,4.3467250000,0.0347194200,-0.0046185000,-0.0286053000,0.0312657200,0.2672006000,0.9631336000,0.0024451900,-0.0021890720,-0.0275503500,0.0233463400,0.2636305000,0.9643412000,0.0000000000,,
44.0176400000,946526,True,1.0000000000,4.0444030000,-0.0288538700,0.0001623840,-0.0265271600,0.0155334700,0.2608952000,0.9652421000,True,1.0000000000,4.3565370000,0.0347228400,-0.0046180420,-0.0286061900,0.0309144000,0.2684335000,0.9628021000,0.0023775940,-0.0021859440,-0.0275484600,0.0230868900,0.2646066000,0.9640800000,0.0000000000,,
44.0428400000,946534,True,1.0000000000,4.0485990000,-0.0288496700,0.0001570892,-0.0265270400,0.0147554300,0.2592041000,0.9657098000,True,1.0000000000,4.3655700000,0.0347262600,-0.0046175840,-0.0286070700,0.0305638400,0.2687573000,0.9627229000,0.0024098510,-0.0021905520,-0.0275497600,0.0225373000,0.2639168000,0.9642821000,0.0000000000,,
44.0645600000,946559,True,1.0000000000,4.0538640000,-0.0288454600,0.0001518097,-0.0265269200,0.0139466700,0.2587458000,0.9658448000,True,1.0000000000,4.3674320000,0.0347295900,-0.0046161190,-0.0286071000,0.0318912400,0.2690003000,0.9626120000,0.0025582430,-0.0022033690,-0.0275544400,0.0228120300,0.2638261000,0.9643005000,0.0000000000,,
44.0645600000,946576,True,1.0000000000,4.0588070000,-0.0288302600,0.0001374817,-0.0265268400,0.0110016400,0.2604382000,0.9654278000,True,1.0000000000,4.3695830000,0.0347329100,-0.0046146700,-0.0286071300,0.0332031900,0.2692571000,0.9624958000,0.0026170660,-0.0022135930,-0.0275560500,0.0219881900,0.2648196000,0.9640472000,0.0000000000,,
44.0731000000,946584,True,1.0000000000,4.0585170000,-0.0288230900,0.0001374817,-0.0265268400,0.0096588270,0.2601627000,0.9655164000,True,1.0000000000,4.3734440000,0.0347349400,-0.0046120910,-0.0286080500,0.0308384900,0.2706341000,0.9621882000,0.0026569370,-0.0022149510,-0.0275576600,0.0201570300,0.2653679000,0.9639365000,0.0000000000,,
